Car_ID,Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Engine_CC,Owner_Type,Accident_History,Insurance_Status,Service_History,City,Color,Condition,Seller_Type,Original_Price_Lakh,Resale_Price_Lakh
CAR10189,Honda,Jazz,2023,42084,Diesel,Automatic,1597,Second,2,Expired,Complete,Nashik,White,Fair,Individual,10.23,6.34
CAR10190,Ford,Aspire,2014,54692,Petrol,Automatic,2393,First,1,NA,Partial,Jaipur,NA,Fair,Individual,9.6,2.09
CAR10191,Tata,Safari,2020,56951,Petrol,Manual,1597,First,1,Comprehensive,Complete,Nagpur,Brown,Good,Dealer,10.81,4.64
CAR10192,Kia,Carens,2018,36844,Petrol,AMT,1995,First,0,Comprehensive,Complete,Mumbai,Blue,Good,Dealer,12.21,4.42
CAR10193,Mahindra,Scorpio,2024,33295,Petrol,Automatic,998,First,0,Third Party,Complete,Aurangabad,Blue,Fair,Individual,10.03,7.28
CAR10194,Renault,Duster,2021,80890,Diesel,DCT,2755,Third,1,Third Party,Partial,Kolkata,Red,Good,Individual,10.59,4.82
CAR10195,Skoda,Kushaq,2012,87552,Petrol,NA,2393,First,0,Third Party,Complete,Jaipur,Grey,Fair,Individual,12.07,2.23
CAR10196,Ford,Aspire,2021,76662,Diesel,Automatic,1498,First,1,Third Party,Partial,Nagpur,White,Good,Individual,9.6,5.5
CAR10197,Toyota,Innova,2016,126565,CNG,Automatic,1498,First,1,Third Party,Complete,Nashik,NA,Excellent,Dealer,13.36,4.8
CAR10198,Maruti,Baleno,2020,40827,Petrol,DCT,2393, First ,1,Expired,Complete,Pune,Brown,Fair,Individual,10.08,4.71
CAR10199,Tata,Punch,2023,138128,Petrol,DCT,799,First,1,Expired,Complete,Chennai,Grey,Fair,Individual,9.32,4.83
CAR10200,Volkswagen,Polo,2014,33509,CNG,AMT,998,First,1,NA,Partial,Jaipur,Blue,Poor,Dealer,11.39,2.45
CAR10201,Nissan,Kicks,2020,31511,Petrol,AMT,2179,Third,0,Comprehensive,Complete,Jaipur,Black,Fair,Individual,8.75,4.06
CAR10202,Renault,Kwid,2016,20891,Petrol,Manual,1995,First,0,Third Party,Complete,Nashik,Brown,NA,Dealer,5.16,1.71
CAR10203,Skoda,Kushaq,2020,43040,Diesel,NA,1199,Second,0,Comprehensive,Missing,Kolkata,Red,Good,Individual,10.27,5.82
CAR10204,Mahindra,Thar,2021,41691,Electric,Manual,1498,Third,0,Third Party,Complete,Nashik,Black,Fair,Dealer,10.21,5.06
CAR10205,Renault,Triber,2017,73449,Electric,Automatic,998,Third,1,Third Party,Partial,Ahmedabad,Silver,Excellent,Dealer,7.73,2.32
CAR10206,Ford,Figo,2020,62895,Petrol,NA,1497,First,0,Third Party,Partial,Aurangabad,Silver,Excellent,Individual,4.68,1.82
CAR10207,Honda,City,2018,NA,Diesel,Manual,998,Fourth,0,Third Party,Complete,Hyderabad,Brown,Excellent,Dealer,11.29,3.73
CAR10208,Maruti,Swift,2018,44315,NA,Manual,1497,Second,2,Expired,Complete,Hyderabad,White,Good,Individual,10.5,3.69
CAR10209,Maruti,Ciaz,2019,44836,Electric,CVT,1597,First,0,Third Party,Partial,Aurangabad,Brown,Good,Individual,9.48,4.39
CAR10210,Volkswagen,Taigun,2018,20708,Petrol,NA,1597,THIRD,0,Expired,Complete,Nashik,Blue,Good,Individual,12.83,5.65
CAR10211,Honda,City,2023,32066,Petrol,Automatic,2179,First,1,Third Party,Complete,Delhi,Brown,Good,Dealer,11.37,8.15
CAR10212,Nissan,Magnite,2020,35995,CNG,Automatic,1197,First,1,Comprehensive,Partial,Ahmedabad,silver,Fair,Individual,9.2,4.3
CAR10213,Kia,Seltos,2022,121004,Electric,DCT,1199,Second,0,Comprehensive,Complete,Nagpur,Black,Good,Individual,10.75,5.71
CAR10214,Hyundai,i20,2020,61107,Diesel,Manual,2179,Second,1,Comprehensive,Complete,Mumbai,Silver,Good,Individual,10.76,5.15
CAR10215,Tata,Altroz,2017,79164,Petrol,Automatic,1995,Third,0,Third Party,Missing,Nagpur,Blue,Poor,Individual,10.97,2.34
CAR10216,Maruti,NA,2018,24121,Diesel,NA,1597,Second,0,Comprehensive,Complete,Delhi,White,Good,Individual,8.36,3.91
CAR10217,Toyota,Fortuner,2013,106075,CNG,DCT,1995,FIRST,0,Third Party,Complete,Bengaluru,Red,Excellent,Individual,14.84,3.11
CAR10218,Maruti,NA,2020,112498,Diesel,Manual,2179,First,1,Third Party,Complete,Jaipur,Brown,Excellent,Individual,10.16,5.33
CAR10219,Renault,Duster,2023,18324,NA,DCT,1199,Second,0,Comprehensive,Complete,Ahmedabad,White,NA,Individual,8.81,5.61
CAR10220,Maruti,Baleno,2024,37315,NA,NA,1497,Second,NA,Third Party,Missing,Mumbai,White,Good,Individual,8.8,6.51
CAR10221,Skoda,Kushaq,2012,72240,CNG,Manual,2179,First,0,Comprehensive,Missing,Jaipur,Brown,Good,Individual,11.19,2.43
CAR10222,Maruti,Baleno,2012,NA,Diesel,Manual,1597,First,0,Expired,Partial,Pune,Black,Fair,Individual,9.92,1.95
CAR10223,Hyundai,Santro,2014,37870,Diesel,Manual,1199,First,0,Third Party,Partial,Nagpur,Blue,Good,Individual,5.71,2.04
CAR10224,Hyundai,Grand i10,2023,46493,Petrol,Automatic,1498,Second,0,Third Party,Partial,Ahmedabad,Blue,Good,Individual,9.48,6.98
CAR10225,Nissan,Sunny,2017,39597,Diesel,Automatic,2755,First,0,Comprehensive,Partial,Ahmedabad,Black,Good,Individual,9.84,4.33
CAR10226,Mahindra,Bolero,2016,58443,Electric,Manual,799,First,0,Comprehensive,Partial,Kolkata,Grey,Good,Dealer,10.36,4.08
CAR10227,Kia,NA,2013,106248,Petrol,Automatic,NA,NA,0,Third Party,Complete,Aurangabad,Blue,Good,Dealer,10.63,1.96
CAR10228,Toyota,Urban Cruiser,2020,35990,Diesel,CVT,2179,First,0,Comprehensive,NA,Chennai,Silver,Good,Dealer,14.7,7.89
CAR10229,Maruti,WagonR,2025,95371,Petrol,CVT,1995,First,1,Comprehensive,Complete,Hyderabad,Red,Excellent,Individual,6.01,4.85
CAR10230,Maruti,Baleno,2024,35780,Petrol,Automatic,799,NA,1,Comprehensive,Complete,Kolkata,Grey,Good,Individual,7.36,5.21
CAR10231,Tata,Nexon,2021,34506,CNG,DCT,2755,Second,1,Third Party,Missing,Mumbai,Black,Excellent,Individual,12.42,7.7
CAR10232,Hyundai,i20,2025,86276,CNG,Automatic,998,First,0,Comprehensive,Partial,Jaipur,Red,Fair,Individual,9.59,7.8
CAR10233,Toyota,Urban Cruiser,2015,91322,Diesel,Manual,1199,Third,0,Third Party,Complete,Hyderabad,Black,Good,Individual,14.2,3.34
CAR10234,Nissan,Kicks,2015,87848,Petrol,Manual,799,First,0,Third Party,Complete,Nashik,Brown,Fair,Individual,7.16,1.0
CAR10235,Volkswagen,Vento,2016,26672,Petrol,Manual,998,Second,0,Third Party,Missing,Aurangabad,Silver,Good,Individual,11.43,3.62
CAR10236,Mahindra,Bolero,2019,NA,Electric,Automatic,1497,First,0,Comprehensive,Partial,Aurangabad,White,NA,Dealer,11.36,6.08
CAR10237,Kia,Sonet,2021,86485,Petrol,CVT,1995,Second,1,Expired,NA,Nagpur,NA,Fair,Individual,10.71,4.61
CAR10238,Honda,City,2015,56271,CNG,CVT,1498,First,0,Comprehensive,Complete,Hyderabad,Red,Fair,Dealer,12.06,3.08
CAR10239,Kia,Carens,2016,30471, Petrol ,Manual,1498,First,0,Comprehensive,Complete,Nagpur,Grey,Good,Individual,10.09,3.21
CAR10240,Skoda,Kushaq,2023,70768,Electric,Automatic,1199,Second,0,Comprehensive,Partial,Mumbai,Red,Good,Individual,11.05,8.35
CAR10241,Renault,NA,2015,37121,Electric,Automatic,998,Second,0,Comprehensive,Partial,Kolkata,Brown,Good,Dealer,4.38,1.33
CAR10242,Skoda,Rapid,2025,147572,Petrol,DCT,1197,First,0,Third Party,Complete,Aurangabad,Red,Excellent,Individual,9.86,8.53
CAR10243,Maruti,WagonR,2017,128637,CNG,Manual,1498,Second,NA,Comprehensive,NA,Hyderabad,Black,Fair,Individual,4.58,1.52
CAR10244,Mahindra,Scorpio,2023,76675,Petrol,Manual,1498,First,1,Third Party,Complete,Bengaluru,Silver,NA,Individual,10.21,5.76
CAR10245,Renault,NA,2014,116266,Petrol,DCT,1497,Second,0,Third Party,Partial,Aurangabad,Grey,Good,Individual,6.72,1.48
CAR10246,Toyota,Fortuner,2019,56995,Petrol,DCT,1498,Second,1,Comprehensive,Missing,Mumbai,Black,Good,Dealer,13.57,5.15
CAR10247,Honda,Amaze,2017,83790,Diesel,Manual,2755,First,0,Comprehensive,Partial,Nagpur,Grey,NA,Dealer,12.11,3.43
CAR10248,Hyundai,Creta,2021,123974,Petrol,Manual,1498,Third,0,Third Party,Partial,Nagpur,Grey,Fair,Dealer,9.75,3.76
CAR10249,Mahindra,Thar,2016,62951,Diesel,Automatic,799,NA,0,Comprehensive,Partial,Chennai, Silver ,NA,Dealer,8.91,2.71
CAR10250,Mahindra,Bolero,2024,47797,Petrol,CVT,1498,Third,0,Comprehensive,Complete,Hyderabad,SILVER,Good,Individual,10.06,7.17
CAR10251,Skoda,Rapid,2013,21537,Petrol,Manual,1497,Second,1,Comprehensive,Complete,Chennai,Blue,Good,Individual,12.04,2.49
CAR10252,Maruti,WagonR,2021,52541,NA,DCT,1995,Second,0,Comprehensive,Complete,Pune,Brown,Good,Dealer,4.82,2.7
CAR10253,Ford,Figo,2021,86506,Diesel,Manual,2179,Third,2,Comprehensive,Complete,Chennai,White,Excellent,Dealer,7.56,3.76
CAR10254,Nissan,Kicks,2018,NA,Diesel,Automatic,1498,First,0,Comprehensive,NA,Hyderabad,Black,Good,Dealer,8.37,3.28
CAR10255,Skoda,Slavia,2013,72583,Diesel,Automatic,2393,Third,1,Third Party,Missing,Nagpur,Silver,Good,Individual,12.76,3.13
CAR10256,Mahindra,XUV700,2012,40838,CNG,Manual,1199,First,0,Third Party,Complete,Hyderabad,Grey,Poor,Dealer,10.78,1.3
CAR10257,Tata,Nexon,2018,18542,Petrol,manual,1197,First,0,Comprehensive,Complete,Kolkata,Grey,Good,Individual,10.54,4.25
CAR10258,Honda,WR-V,2016,41886,Petrol,Manual,2393,First,0,Comprehensive,Complete,Aurangabad,Grey,NA,Individual,12.19,4.37
CAR10259,Nissan,Sunny,2012,46522,Diesel,CVT,799 cc,Second,0,Comprehensive,Partial,Ahmedabad,NA,Good,Individual,8.13,1.67
CAR10260,Skoda,Rapid,2015,46303,Diesel,Manual,1597,First,1,Comprehensive,Complete,Chennai,Black,Excellent,Dealer,10.19,3.73
CAR10261,Honda,City,2023,77288,Diesel,Automatic,1497,First,0,Comprehensive,Complete,Jaipur,Blue,Fair,Dealer,10.94,6.82
CAR10262,Tata,Safari,2024,163932,Diesel,Automatic,1199,Second,0,Comprehensive,Partial,Pune,NA,Excellent,Individual,10.21,8.27
CAR10263,Volkswagen,Taigun,2015,58866,Petrol,Automatic,2179,First,0,Expired,Missing,Mumbai,NA,Excellent,Individual,11.37,3.88
CAR10264,Tata,Nexon,2021,48819,Petrol,DCT,1597,Second,0,Expired,Complete,Kolkata,Grey,Good,Dealer,11.01,5.96
CAR10265,Tata,Nexon,2018,47691,Diesel,Automatic,2393,First,0,Comprehensive,Complete,Pune,White,Poor,Dealer,11.32,3.67
CAR10266,Honda,Amaze,2020,58894,Petrol,Automatic,1995,First,1,Comprehensive,Complete,Pune,Red,Excellent,Dealer,12.58,6.88
CAR10267,Kia,Seltos,2013,34875,Petrol,Automatic,1199,NA,0,Third Party,Partial,Bengaluru,NA,Good,Individual,12.05,3.33
CAR10268,Honda,WR-V,2023,58758,Diesel,Automatic,2393,First,1,Expired,Complete,Chennai,Black,Good,Dealer,11.65,7.9
CAR10269,Ford,Aspire,2025,70476,NA,Manual,2393,First,0,Comprehensive,Complete,Kolkata, Black ,Good,Individual,10.1,8.76
CAR10270,Maruti,WagonR,2012,NA,Diesel,CVT,1995,First,1,Comprehensive,Partial,Chennai,Blue,Good,Individual,5.83,1.0
CAR10271,Renault,Triber,2013,70737,Petrol,Manual,1199,First,0,Third Party,Complete,Kolkata,Blue,Good,Individual,9.22,1.8
CAR10272,Kia,Sonet,2018,69818,Electric,Automatic,799,Second,0,Third Party,Complete,Bengaluru,Grey,Good,Individual,11.95,5.39
CAR10273,Hyundai,i20,2024,20755,Diesel,NA,2755,First,1,Comprehensive,Partial,Nagpur,White,Good,Dealer,10.18,7.87
CAR10274,Renault,Triber,2021,78070,Petrol,Manual,1995,First,0,Third Party,Partial,Nashik,Silver,Excellent,Individual,9.44,5.95
CAR10275,Maruti,NA,2017,38026,Petrol,Manual,799,First,0,NA,Partial,Aurangabad,Red,Good,Dealer,5.01,1.61
CAR10276,Skoda,Rapid,2015,30102,Petrol,Manual,1197,First,0,Comprehensive,Complete,Pune,Black,Good,Individual,10.92,3.26
CAR10277,Nissan,Kicks,2012,29960,Diesel,Manual,1597,First,0,NA,Partial,Ahmedabad,Black,Good,Dealer,8.15,2.29
CAR10278,Ford,Endeavour,2024,69810,NA,CVT,1197,First,0,Expired,Complete,Chennai,Red,Good,Dealer,10.04,7.57
CAR10279,Ford,Aspire,2012,48662,Petrol,CVT,1995,First,0,Third Party,NA,Mumbai,Silver,Good,Individual,9.9,2.35
CAR10280,Hyundai,Venue,2016,NA,Petrol,Manual,1497,Third,0,Comprehensive,Complete,Mumbai,Silver,Good,Individual,9.88,3.23
CAR10281,Kia,Sonet,2012,71539,Diesel,Manual,1197 cc,Third,1,Comprehensive,Missing,Aurangabad,Grey,Good,Dealer,10.74,2.58
CAR10282,Volkswagen,Taigun,2023,24916,Diesel,CVT,1497,Second,0,Comprehensive,NA,Kolkata,Red,Excellent,Dealer,10.48,8.68
CAR10283,Tata,Safari,2018,59396,Diesel,Manual,1497,First,0,Third Party,Complete,Nashik,Blue,Excellent,Dealer,9.85,3.66
CAR10284,Kia,Carens,2024,62709,CNG,DCT,NA,Second,0,Comprehensive,Missing,Ahmedabad,Silver,Good,Dealer,11.45,8.22
CAR10285,Nissan,Sunny,2022,89514,Petrol,Manual,2179,Second,0,Comprehensive,NA,Bengaluru,Silver,Good,Dealer,9.11 L,5.05
CAR10286,Volkswagen,Taigun,2012,146534,Diesel,AMT,1498,Second,1,Comprehensive,Complete,Ahmedabad,Black,Good,Individual,10.39,1.39
CAR10287,Ford,Aspire,2012,25965,Petrol,Manual,2393,NA,NA,Expired,Complete,Chennai,White,Good,Dealer,10.74,2.11
CAR10288,Honda,Amaze,2013,53435,Diesel,Manual,1197,NA,2,Third Party,Complete,Mumbai,Red,Fair,Individual,9.72,2.57
CAR10289,Nissan,Magnite,2024,47245,Diesel,Manual,998,Third,1,Comprehensive,NA,Kolkata,NA,Good,Individual,8.03,5.47
CAR10290,Maruti,Dzire,2025,69818,Petrol,Automatic,2755,Second,0,Comprehensive,Complete,Mumbai,Black,NA,Individual,10.32,9.95
CAR10291,Hyundai,Creta,2022,61926,Petrol,Manual,1197,Second,1,Comprehensive,Complete,Delhi,NA,NA,Dealer,10.13,5.57
CAR10292,Maruti,Swift,2023,45305,CNG,Automatic,2179,Second,0,Third Party,Complete,Nagpur,Grey,Good,Dealer,11.12,7.66
CAR10293,Nissan,Sunny,2021,NA,Petrol,Manual,1597,First,0,Third Party,Complete,Ahmedabad,Black,Good,Dealer,9.11,5.26
CAR10294,Toyota,Innova,2014,29763,Petrol,Manual,2755,NA,1,Third Party,NA,Ahmedabad,Brown,Good,Individual,13.65,4.28
CAR10295,Toyota,Glanza,2024,94694,Electric,Automatic,2755,Second,0,Comprehensive,NA,Ahmedabad,Grey,Good,Dealer,14.71 L,11.42
CAR10296,Skoda,Rapid,2022,70802,NA,Manual,2179,Third,0,Third Party,Partial,Nagpur,Brown,Good,Dealer,10.53,5.7
CAR10297,Kia,Seltos,2012,91113,Diesel,Manual,1498,Third,0,Third Party,Partial,Chennai,White,Good,Dealer,12.39,2.39
CAR10298,Ford,Aspire,2020,46368,CNG,manual,1995,First,0,Comprehensive,Partial,Aurangabad,Black,Good,Individual,8.22,4.04
CAR10299,Ford,NA,2021,NA,Petrol,Automatic,2393,First,3,Third Party,Complete,Delhi,Red,NA,Dealer,5.62,2.93
CAR10300,Tata,Nexon,2019,30394,Petrol,DCT,2755,NA,NA,Third Party,NA,Bengaluru,Brown,Excellent,Dealer,11.55,5.87
CAR10301,Tata,Tiago,2016,67003,Diesel,AMT,2179,Third,2,Comprehensive,Complete,Mumbai,Silver,Good,Individual,10.11,2.48
CAR10302,Tata,NA,2024,31045,Diesel,Manual,1197,First,0,Third Party,Complete,Nashik,WHITE,Fair,Dealer,11.07,7.73
CAR10303,Honda,Amaze,2022,NA,Petrol,Manual,1597,First,0,Comprehensive,Complete,Hyderabad,Black,Fair,Individual,12.06,5.79
CAR10304,Renault,Kwid,2013,26792,Petrol,Manual,2179,First,1,Third Party,Complete,Delhi,Blue,Excellent,Dealer,5.13,1.0
CAR10305,Mahindra,Thar,2016,63933,Petrol,Manual,998,First,0,Comprehensive,NA,Aurangabad,Blue,Good,Individual,9.71,3.33
CAR10306,Renault,Kwid,2017,130204,CNG,Manual,1597,NA,1,Third Party,Complete,Aurangabad,Red,Poor,Dealer,NA,1.0
CAR10307,Maruti,Ciaz,2025,76464,Petrol,Manual,1497,Second,0,Comprehensive,Complete,Chennai,Red,Good,Individual,9.79,7.53
CAR10308,Renault,Triber,2012,NA,Electric,Manual,1995,First,0,Comprehensive,Complete,Chennai,NA,Good,Individual,NA,2.8
CAR10309,Honda,WR-V,2022,32287,Electric,Manual,1199,Second,1,Expired,Complete,Bengaluru,Blue,Excellent,Individual,10.03,7.44
CAR10310,Skoda,Rapid,2015,25k,CNG,Manual,799,Second,NA,Expired,Partial,Chennai,Red,Excellent,Individual,11.86,3.52
CAR10311,Maruti,Brezza,2020,84003,Diesel,Manual,2755,First,0,Comprehensive,Complete,Jaipur,NA,Excellent,Individual,11.48,5.94
CAR10312,Renault,Triber,2013,125928,Petrol,Manual,2393,First,0,NA,Complete,Delhi,Red,Fair,Individual,11.08,2.34
CAR10313,Honda,City,2016,43205,Petrol,NA,1995,Third,0,Comprehensive,Complete,Kolkata,Silver,Good,individual,10.34,2.82
CAR10314,Mahindra,Thar,2012,29395,Diesel,Manual,1498,First,0,Comprehensive,Partial,Bengaluru,Black,Good,Individual,NA,2.64
CAR10315,Renault,Kwid,2015,14229,Petrol,Manual,1995,First,NA,Third Party,Partial,Pune,Brown,Fair,Individual,5.66,1.72
CAR10316,Honda,WR-V,2015,32069,Petrol,Manual,1197,Second,0,Comprehensive,Complete,Nagpur,Grey,Fair,Individual,11.21,2.79
CAR10317,Tata,Safari,2017,51667,Diesel,Automatic,1995,Third,NA,Comprehensive,Complete,Kolkata,White,Fair,Individual,9.97,3.02
CAR10318,Ford,Endeavour,2021,132535,Petrol,CVT,1995,First,0,Third Party,Partial,Chennai,White,Fair,Dealer,9.18,3.75
CAR10319,Tata,Altroz,2020,79643,Diesel,Manual,799,Second,0,Third Party,Complete,Mumbai,Black,Good,Individual,9.63,4.65
CAR10320,Ford,Figo,2014,65048,Petrol,NA,1199,First,0,Expired,Complete,Delhi,Black,Fair,Individual,5.12,1.0
CAR10321,Hyundai,Santro,2020,44135,Petrol,Automatic,1597,First,NA,Comprehensive,Complete,Mumbai,Red,Good,Individual,5.59,4.25
CAR10322,Hyundai,Santro,2017,39908,Petrol,Automatic,2755,First,1,Expired,Partial,Ahmedabad,Red,Fair,Individual,6.61,2.45
CAR10323,Hyundai,Venue,2018,119156,Electric,CVT,799,First,0,Third Party,Complete,Delhi,Black,Fair,Dealer,9.57,3.65
CAR10324,MAHINDRA,NA,2023,61420,CNG,CVT,1197,First,0,Comprehensive,Complete,Hyderabad,White,Good,Individual,9.57,6.59
CAR10325,Tata,Altroz,2021,17303,Petrol,Manual,1197,Second,0,Third Party,NA,Nagpur,Black,Good,Individual,NA,6.81
CAR10326,Ford,Aspire,2013,37973,Petrol,Manual,NA,First,0,Third Party,Complete,Pune,Brown,Good,Individual,9.62,2.52
CAR10327,Honda,Amaze,2022,34305,Electric,Automatic,1497,Third,0,Comprehensive,Complete,Aurangabad,Red,NA,Dealer,11.17,7.31
CAR10328,Maruti,Ciaz,2021,40726,Petrol,DCT,2755,Fourth,1,Comprehensive,Missing,Nagpur,Black,Good,Individual,10.93,5.66
CAR10329,Honda,NA,2025,74958,Petrol,AMT,1597,First,2,Third Party,Complete,Ahmedabad,Red,Good, Dealer ,11.07,7.95
CAR10330,Maruti,WagonR,2017,51843,Petrol,Manual,NA,First,0,Comprehensive,Missing,Delhi,White,Good,Individual,5.15,1.67
CAR10331,Toyota,Glanza,2017,52723,Diesel,Manual,2755,First,0,Comprehensive,Partial,Ahmedabad,Brown,Fair,Dealer,14.63,5.25
CAR10332,Honda,City,2013,113266,Petrol,AMT,799,NA,1,Expired,Partial,Jaipur,Blue,Excellent,Individual,9.24,2.19
CAR10333,Renault,Kwid,2013,37497,Petrol,Manual,2755,Second,0,Comprehensive,Complete,pune,Brown,Good,Individual,6.57,2.02
CAR10334,Renault,Duster,2025,153337,Diesel,Automatic,1197,First,1,Third Party,Complete,Delhi,Brown,Good,Dealer,8.47,5.67
CAR10335,Kia,Carens,2013,NA,Petrol,Automatic,1995,First,0,Expired, Complete ,Pune,Brown,Fair,Individual,12.25,2.55
CAR10336,Tata,Tiago,2021,57765,Diesel,Manual,1497,Second,0,NA,Complete,Delhi,Grey,Excellent,Individual,10.69,6.53
CAR10337,Maruti,Swift,2023,47118,Diesel,CVT,1197,Second,0,Comprehensive,Complete,Delhi,NA,Good,Individual,8.7,6.46
CAR10338,Maruti,Swift,2012,58863,NA,CVT,1995,Second,0,Comprehensive,NA,Nashik,White,Excellent,Dealer,10.16,1.88
CAR10339,Nissan,Sunny,2016,70235,Petrol,Manual,1498,Third,0,Comprehensive,NA,Ahmedabad,Blue,Fair,Dealer,7.89,2.24
CAR10340,Skoda,Rapid,2019,69821,Diesel,Automatic,1197,Second,0,Comprehensive,Complete,Nagpur,Silver,Good,Dealer,10.83,4.65
CAR10341,Tata,Tiago,2013,36347,Petrol,Automatic,1497,First,0,Third Party,Missing,Chennai,Red,Fair,Dealer,10.33,2.84
CAR10342,Mahindra,Scorpio,2024,29657,Petrol,Manual,799,Second,1,NA,Partial,Kolkata,Black,Good,Individual,10.54,7.85
CAR10343,Kia,Seltos,2016,217909,Diesel,Manual,1498,First,0,Comprehensive,Complete,Mumbai,Black,Good,Individual,NA,3.6
CAR10344,Mahindra,Scorpio,2023,42146,Diesel,NA,2179,Second,NA,Comprehensive,Partial,Nashik,Red,Fair,Individual,10.78,6.87
CAR10345,Mahindra,XUV500,2019,80793,Petrol,CVT,1597,NA,1,Third Party,Complete,Ahmedabad,Silver,Good,Individual,10.29,3.97
CAR10346,Mahindra,XUV700,2021,22717,Petrol,Manual,2755,First,0,Third Party,Complete,Jaipur,Red,Fair,Individual,10.12,4.66
CAR10347,Tata,Altroz,2025,47160,Petrol,Manual,1995,First,2,COMPREHENSIVE,COMPLETE,Nashik,Black,Fair,Individual,10.56,7.85
CAR10348,Mahindra,Scorpio,2016,51283,Diesel,Manual,1498,First,0,Comprehensive,Missing,Hyderabad,Grey,Good,Individual,10.19,3.35
CAR10349,Renault,Triber,2013,71334,Diesel,Manual,2755,First,1,NA,Partial,Jaipur,Silver,Good,Individual,9.54,2.47
CAR10350,Skoda,Slavia,2014,12304,Diesel,Manual,NA,Second,0,Comprehensive,Complete,Kolkata,Black,NA,Dealer,11.3,3.22
CAR10351,Skoda,Kushaq,2017,60262,Diesel,Automatic,1498,Second,NA,Comprehensive,Complete,Nashik,Brown,Fair,Dealer,10.9,3.35
CAR10352,Hyundai,Santro,2022,29223,CNG,Automatic,1597,First,NA,Comprehensive,Partial,Ahmedabad,Brown,NA,Dealer,6.18,4.37
CAR10353,Toyota,NA,2022,65741,Petrol,Automatic,2179,First,0,Comprehensive,Complete,Aurangabad,White,Good,Individual,13.12,8.25
CAR10354,Maruti,Brezza,2016,31104,Petrol,Automatic,1995,Second,1,Comprehensive,Complete,Nashik,Brown,Fair,Dealer,9.95,2.58
CAR10355,Nissan,Sunny,2022,34357,CNG,Automatic,1497,First,1,Third Party,Complete,Mumbai,Silver,Good,Individual,8.41,5.35
CAR10356,Maruti,Brezza,2015,47315,Petrol,Manual,1597,Second,0,Third Party,Complete,Hyderabad,Red,Good,Dealer,NA,2.81
CAR10357,Toyota,Innova,2015,30831,Petrol,Automatic,1995,First,0,Comprehensive,NA,Pune,Brown,Excellent,Dealer,14.42,5.35
CAR10358,Nissan,Sunny,2016,42342,Petrol,Manual,799,Second,0,Comprehensive,Complete,Ahmedabad,White,Good,Individual,8.23,2.62
CAR10359,Tata,Tiago,2013,28530,Electric,Manual,1995,Second,0,Comprehensive,Partial,Aurangabad,Blue,Good,Individual,11.27,2.72
CAR10360,Honda,Jazz,2020,20067,Petrol,Manual,2755,Second,0,Comprehensive,Missing,Ahmedabad,Blue,Good,Individual,9.69,5.4
CAR10361,Tata,Safari,2013,96275,Petrol,Manual,1597,First,0,Comprehensive,Partial,Pune,Grey,Excellent,Individual,11.34,3.43
CAR10362,Maruti,Swift,2021,26964,Diesel,Manual,2755,Second,0,Comprehensive,Complete,Jaipur,Grey,Good,Individual,10.97,6.29
CAR10363,Maruti,Baleno,2013,49852,Petrol,Manual,998,Second,0,Comprehensive,Complete,Jaipur,Red,Fair,Individual,10.06,1.83
CAR10364,Nissan,Kicks,2021,83214,Electric,Automatic,998,Second,0,Third Party,Complete,Aurangabad,Brown,Fair,Dealer,7.41,3.73
CAR10365,Nissan,Magnite,2025,39217,Petrol,Automatic,1498,First,0,Third Party,Complete,Nashik,NA,Good,Dealer,8.11,7.52
CAR10366,Toyota,Innova,2020,34935,Diesel,Manual,1197,First,0,Comprehensive,Missing,Ahmedabad,Blue,Excellent,Individual,12.67,7.36
CAR10367,Mahindra,Thar,2025,62287,Petrol,DCT,799,Second,0,Comprehensive,NA,Bengaluru,Brown,Good,Individual,10.57,8.73
CAR10368,Tata,Punch,2014,101717,CNG,Automatic,1995,First,0,Comprehensive,Missing,Nagpur,Brown,Good,Individual,10.72,3.26
CAR10369,Nissan,Kicks,2021,28910,CNG,CVT,1597,Second,0,Comprehensive,Partial,Jaipur,Red,Good,Dealer,8.92,4.79
CAR10370,Ford,NA,2018,50k,CNG,Automatic,1199,Second,0,NA,Complete,Jaipur,White,Excellent,Dealer,9.6,3.77
CAR10371,Toyota,Fortuner,2015,21k,CNG,Manual,799,Second,0,Comprehensive,Partial,Bengaluru,Black,Good,Individual,13.63,4.27
CAR10372,Renault,Kiger,2024,44303,Petrol,DCT,998,First,0,Comprehensive,Complete,Pune,Brown,Good,Individual,8.12,6.04
CAR10373,Maruti,NA,2024,56044,NA,CVT,2179,First,1,Comprehensive,Partial,Nagpur,Silver,Excellent,Dealer,9.52,8.08
CAR10374,Toyota,Glanza,2017,34373,Diesel,Manual,1199,First,0,Comprehensive,NA,Pune,NA,Good,Individual,13.2,5.34
CAR10375,Tata,Tiago,2025,42776,CNG,Manual,NA,First,0,Third Party,Partial,Aurangabad,White,Excellent,Individual,11.05,10.34
CAR10376,Nissan,Kicks,2015,25350,Diesel,Manual,1995,Third,2,Expired,NA,Aurangabad,Red,Excellent,Individual,9.1,2.48
CAR10377,Maruti,Dzire,2021,57381,Petrol,AMT,1199,First,1,Comprehensive,Complete,Kolkata,Red,Good,Dealer,10.28,5.06
CAR10378,Honda,City,2018,98294,Diesel,Manual,1597,Second,0,Comprehensive,Complete,Hyderabad,Black,Poor,Individual,10.32,3.17
